pdb_id,consensus_name,best_hit_name,motif1,motif2,motif3
5pmr,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pms,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pmt,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pmu,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pmv,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pmw,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pmx,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pmy,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pmz,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pn0,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pn1,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pn2,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pn3,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pn4,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pn5,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pn6,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pn7,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pn8,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pn9,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pna,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pnb,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pnc,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pnd,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pne,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pnf,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5png,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pnh,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pni,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pnj,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pnk,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pnl,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pnm,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pnn,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pno,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pnp,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pnq,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pnr,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pns,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pnu,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pnv,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pnw,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pwc,Nuclear autoantigen Sp-100,Nuclear autoantigen Sp-100,ZF_PHD_2,ZF_PHD_1,PS50014
5pwd,Nuclear autoantigen Sp-100,Nuclear autoantigen Sp-100,ZF_PHD_2,ZF_PHD_1,PS50014
5pwe,Nuclear autoantigen Sp-100,Nuclear autoantigen Sp-100,ZF_PHD_2,ZF_PHD_1,PS50014
5pwf,Nuclear autoantigen Sp-100,Nuclear autoantigen Sp-100,ZF_PHD_2,ZF_PHD_1,PS50014
5pwg,Nuclear autoantigen Sp-100,Nuclear autoantigen Sp-100,ZF_PHD_2,ZF_PHD_1,PS50014
5pwh,Nuclear autoantigen Sp-100,Nuclear autoantigen Sp-100,ZF_PHD_2,ZF_PHD_1,PS50014
5pwi,Nuclear autoantigen Sp-100,Nuclear autoantigen Sp-100,ZF_PHD_2,ZF_PHD_1,PS50014
5pwj,Nuclear autoantigen Sp-100,Nuclear autoantigen Sp-100,ZF_PHD_2,ZF_PHD_1,PS50014
5pwk,Nuclear autoantigen Sp-100,Nuclear autoantigen Sp-100,ZF_PHD_2,ZF_PHD_1,PS50014
5pwl,Nuclear autoantigen Sp-100,Nuclear autoantigen Sp-100,ZF_PHD_2,ZF_PHD_1,PS50014
5pwm,Nuclear autoantigen Sp-100,Nuclear autoantigen Sp-100,ZF_PHD_2,ZF_PHD_1,PS50014
5pwn,Nuclear autoantigen Sp-100,Nuclear autoantigen Sp-100,ZF_PHD_2,ZF_PHD_1,PS50014
5pwo,Nuclear autoantigen Sp-100,Nuclear autoantigen Sp-100,ZF_PHD_2,ZF_PHD_1,PS50014
5pwp,Nuclear autoantigen Sp-100,Nuclear autoantigen Sp-100,ZF_PHD_2,ZF_PHD_1,PS50014
5pwq,Nuclear autoantigen Sp-100,Nuclear autoantigen Sp-100,ZF_PHD_2,ZF_PHD_1,PS50014
5pwr,Nuclear autoantigen Sp-100,Nuclear autoantigen Sp-100,ZF_PHD_2,ZF_PHD_1,PS50014
5pws,Nuclear autoantigen Sp-100,Nuclear autoantigen Sp-100,ZF_PHD_2,ZF_PHD_1,PS50014
5pwt,Nuclear autoantigen Sp-100,Nuclear autoantigen Sp-100,ZF_PHD_2,ZF_PHD_1,PS50014
5pwu,Nuclear autoantigen Sp-100,Nuclear autoantigen Sp-100,ZF_PHD_2,ZF_PHD_1,PS50014
5pwv,Nuclear autoantigen Sp-100,Nuclear autoantigen Sp-100,ZF_PHD_2,ZF_PHD_1,PS50014
5pww,Nuclear autoantigen Sp-100,Nuclear autoantigen Sp-100,ZF_PHD_2,ZF_PHD_1,PS50014
5pwx,Nuclear autoantigen Sp-100,Nuclear autoantigen Sp-100,ZF_PHD_2,ZF_PHD_1,PS50014
5pwy,Nuclear autoantigen Sp-100,Nuclear autoantigen Sp-100,ZF_PHD_2,ZF_PHD_1,PS50014
5pwz,Nuclear autoantigen Sp-100,Nuclear autoantigen Sp-100,ZF_PHD_2,ZF_PHD_1,PS50014
5px0,Nuclear autoantigen Sp-100,Nuclear autoantigen Sp-100,ZF_PHD_2,ZF_PHD_1,PS50014
5px1,Nuclear autoantigen Sp-100,Nuclear autoantigen Sp-100,ZF_PHD_2,ZF_PHD_1,PS50014
5px2,Nuclear autoantigen Sp-100,Nuclear autoantigen Sp-100,ZF_PHD_2,ZF_PHD_1,PS50014
5px3,Nuclear autoantigen Sp-100,Nuclear autoantigen Sp-100,ZF_PHD_2,ZF_PHD_1,PS50014
5px4,Nuclear autoantigen Sp-100,Nuclear autoantigen Sp-100,ZF_PHD_2,ZF_PHD_1,PS50014
5px5,Nuclear autoantigen Sp-100,Nuclear autoantigen Sp-100,ZF_PHD_2,ZF_PHD_1,PS50014
5px6,Nuclear autoantigen Sp-100,Nuclear autoantigen Sp-100,ZF_PHD_2,ZF_PHD_1,PS50014
5px7,Nuclear autoantigen Sp-100,Nuclear autoantigen Sp-100,ZF_PHD_2,ZF_PHD_1,PS50014
5px8,Nuclear autoantigen Sp-100,Nuclear autoantigen Sp-100,ZF_PHD_2,ZF_PHD_1,PS50014
5px9,Nuclear autoantigen Sp-100,Nuclear autoantigen Sp-100,ZF_PHD_2,ZF_PHD_1,PS50014
5pxa,Nuclear autoantigen Sp-100,Nuclear autoantigen Sp-100,ZF_PHD_2,ZF_PHD_1,PS50014
5pxb,Nuclear autoantigen Sp-100,Nuclear autoantigen Sp-100,ZF_PHD_2,ZF_PHD_1,PS50014
5pxc,Nuclear autoantigen Sp-100,Nuclear autoantigen Sp-100,ZF_PHD_2,ZF_PHD_1,PS50014
5pxd,Nuclear autoantigen Sp-100,Nuclear autoantigen Sp-100,ZF_PHD_2,ZF_PHD_1,PS50014
5pxe,Nuclear autoantigen Sp-100,Nuclear autoantigen Sp-100,ZF_PHD_2,ZF_PHD_1,PS50014
5pxf,Nuclear autoantigen Sp-100,Nuclear autoantigen Sp-100,ZF_PHD_2,ZF_PHD_1,PS50014
5pxg,Nuclear autoantigen Sp-100,Nuclear autoantigen Sp-100,ZF_PHD_2,ZF_PHD_1,PS50014
5pxi,Nuclear autoantigen Sp-100,Nuclear autoantigen Sp-100,ZF_PHD_2,ZF_PHD_1,PS50014
5pxj,Nuclear autoantigen Sp-100,Nuclear autoantigen Sp-100,ZF_PHD_2,ZF_PHD_1,PS50014
5pxk,Nuclear autoantigen Sp-100,Nuclear autoantigen Sp-100,ZF_PHD_2,ZF_PHD_1,PS50014
5pxl,Nuclear autoantigen Sp-100,Nuclear autoantigen Sp-100,ZF_PHD_2,ZF_PHD_1,PS50014
5pxm,Nuclear autoantigen Sp-100,Nuclear autoantigen Sp-100,ZF_PHD_2,ZF_PHD_1,PS50014
5pxn,Nuclear autoantigen Sp-100,Nuclear autoantigen Sp-100,ZF_PHD_2,ZF_PHD_1,PS50014
5pxo,Nuclear autoantigen Sp-100,Nuclear autoantigen Sp-100,ZF_PHD_2,ZF_PHD_1,PS50014
5pxp,Nuclear autoantigen Sp-100,Nuclear autoantigen Sp-100,ZF_PHD_2,ZF_PHD_1,PS50014
5pxq,Nuclear autoantigen Sp-100,Nuclear autoantigen Sp-100,ZF_PHD_2,ZF_PHD_1,PS50014
5pxr,Nuclear autoantigen Sp-100,Nuclear autoantigen Sp-100,ZF_PHD_2,ZF_PHD_1,PS50014
5pxs,Nuclear autoantigen Sp-100,Nuclear autoantigen Sp-100,ZF_PHD_2,ZF_PHD_1,PS50014
5pxt,Nuclear autoantigen Sp-100,Nuclear autoantigen Sp-100,ZF_PHD_2,ZF_PHD_1,PS50014
5pxu,Nuclear autoantigen Sp-100,Nuclear autoantigen Sp-100,ZF_PHD_2,ZF_PHD_1,PS50014
5pxv,Nuclear autoantigen Sp-100,Nuclear autoantigen Sp-100,ZF_PHD_2,ZF_PHD_1,PS50014
5pxx,Nuclear autoantigen Sp-100,Nuclear autoantigen Sp-100,ZF_PHD_2,ZF_PHD_1,PS50014
5pxz,Nuclear autoantigen Sp-100,Nuclear autoantigen Sp-100,ZF_PHD_2,ZF_PHD_1,PS50014
5py0,Nuclear autoantigen Sp-100,Nuclear autoantigen Sp-100,ZF_PHD_2,ZF_PHD_1,PS50014
5py1,Nuclear autoantigen Sp-100,Nuclear autoantigen Sp-100,ZF_PHD_2,ZF_PHD_1,PS50014
5py2,Nuclear autoantigen Sp-100,Nuclear autoantigen Sp-100,ZF_PHD_2,ZF_PHD_1,PS50014
5py3,Nuclear autoantigen Sp-100,Nuclear autoantigen Sp-100,ZF_PHD_2,ZF_PHD_1,PS50014
5py4,Nuclear autoantigen Sp-100,Nuclear autoantigen Sp-100,ZF_PHD_2,ZF_PHD_1,PS50014
5py5,Nuclear autoantigen Sp-100,Nuclear autoantigen Sp-100,ZF_PHD_2,ZF_PHD_1,PS50014
5py6,Nuclear autoantigen Sp-100,Nuclear autoantigen Sp-100,ZF_PHD_2,ZF_PHD_1,PS50014
5py7,Nuclear autoantigen Sp-100,Nuclear autoantigen Sp-100,ZF_PHD_2,ZF_PHD_1,PS50014
5py8,Nuclear autoantigen Sp-100,Nuclear autoantigen Sp-100,ZF_PHD_2,ZF_PHD_1,PS50014
5py9,Nuclear autoantigen Sp-100,Nuclear autoantigen Sp-100,ZF_PHD_2,ZF_PHD_1,PS50014
5pya,Nuclear autoantigen Sp-100,Nuclear autoantigen Sp-100,ZF_PHD_2,ZF_PHD_1,PS50014
5pyb,Nuclear autoantigen Sp-100,Nuclear autoantigen Sp-100,ZF_PHD_2,ZF_PHD_1,PS50014
5pyc,Nuclear autoantigen Sp-100,Nuclear autoantigen Sp-100,ZF_PHD_2,ZF_PHD_1,PS50014
5pye,Nuclear autoantigen Sp-100,Nuclear autoantigen Sp-100,ZF_PHD_2,ZF_PHD_1,PS50014
5pyf,Nuclear autoantigen Sp-100,Nuclear autoantigen Sp-100,ZF_PHD_2,ZF_PHD_1,PS50014
5pyg,Nuclear autoantigen Sp-100,Nuclear autoantigen Sp-100,ZF_PHD_2,ZF_PHD_1,PS50014
5pyh,Nuclear autoantigen Sp-100,Nuclear autoantigen Sp-100,ZF_PHD_2,ZF_PHD_1,PS50014
5pyj,Nuclear autoantigen Sp-100,Nuclear autoantigen Sp-100,ZF_PHD_2,ZF_PHD_1,PS50014
5pyk,Nuclear autoantigen Sp-100,Nuclear autoantigen Sp-100,ZF_PHD_2,ZF_PHD_1,PS50014
5pyl,Nuclear autoantigen Sp-100,Nuclear autoantigen Sp-100,ZF_PHD_2,ZF_PHD_1,PS50014
5pym,Nuclear autoantigen Sp-100,Nuclear autoantigen Sp-100,ZF_PHD_2,ZF_PHD_1,PS50014
5pyn,Nuclear autoantigen Sp-100,Nuclear autoantigen Sp-100,ZF_PHD_2,ZF_PHD_1,PS50014
5pyo,Nuclear autoantigen Sp-100,Nuclear autoantigen Sp-100,ZF_PHD_2,ZF_PHD_1,PS50014
5pyp,Nuclear autoantigen Sp-100,Nuclear autoantigen Sp-100,ZF_PHD_2,ZF_PHD_1,PS50014
5pyq,Nuclear autoantigen Sp-100,Nuclear autoantigen Sp-100,ZF_PHD_2,ZF_PHD_1,PS50014
5pyr,Nuclear autoantigen Sp-100,Nuclear autoantigen Sp-100,ZF_PHD_2,ZF_PHD_1,PS50014
5pyu,Nuclear autoantigen Sp-100,Nuclear autoantigen Sp-100,ZF_PHD_2,ZF_PHD_1,PS50014
5pyv,Nuclear autoantigen Sp-100,Nuclear autoantigen Sp-100,ZF_PHD_2,ZF_PHD_1,PS50014
5pyw,Nuclear autoantigen Sp-100,Nuclear autoantigen Sp-100,ZF_PHD_2,ZF_PHD_1,PS50014
5pyx,Nuclear autoantigen Sp-100,Nuclear autoantigen Sp-100,ZF_PHD_2,ZF_PHD_1,PS50014
5pyy,Nuclear autoantigen Sp-100,Nuclear autoantigen Sp-100,ZF_PHD_2,ZF_PHD_1,PS50014
5pyz,Nuclear autoantigen Sp-100,Nuclear autoantigen Sp-100,ZF_PHD_2,ZF_PHD_1,PS50014
5pz2,Nuclear autoantigen Sp-100,Nuclear autoantigen Sp-100,ZF_PHD_2,ZF_PHD_1,PS50014
5pz3,Nuclear autoantigen Sp-100,Nuclear autoantigen Sp-100,ZF_PHD_2,ZF_PHD_1,PS50014
5pz4,Nuclear autoantigen Sp-100,Nuclear autoantigen Sp-100,ZF_PHD_2,ZF_PHD_1,PS50014
5pz6,Nuclear autoantigen Sp-100,Nuclear autoantigen Sp-100,ZF_PHD_2,ZF_PHD_1,PS50014
5pz7,Nuclear autoantigen Sp-100,Nuclear autoantigen Sp-100,ZF_PHD_2,ZF_PHD_1,PS50014
5pz8,Nuclear autoantigen Sp-100,Nuclear autoantigen Sp-100,ZF_PHD_2,ZF_PHD_1,PS50014
5pza,Nuclear autoantigen Sp-100,Nuclear autoantigen Sp-100,ZF_PHD_2,ZF_PHD_1,PS50014
5pzc,Nuclear autoantigen Sp-100,Nuclear autoantigen Sp-100,ZF_PHD_2,ZF_PHD_1,PS50014
5pzd,Nuclear autoantigen Sp-100,Nuclear autoantigen Sp-100,ZF_PHD_2,ZF_PHD_1,PS50014
5pze,Nuclear autoantigen Sp-100,Nuclear autoantigen Sp-100,ZF_PHD_2,ZF_PHD_1,PS50014
5pzf,Nuclear autoantigen Sp-100,Nuclear autoantigen Sp-100,ZF_PHD_2,ZF_PHD_1,PS50014
5pzg,Nuclear autoantigen Sp-100,Nuclear autoantigen Sp-100,ZF_PHD_2,ZF_PHD_1,PS50014
5pzh,Nuclear autoantigen Sp-100,Nuclear autoantigen Sp-100,ZF_PHD_2,ZF_PHD_1,PS50014
5pzi,Nuclear autoantigen Sp-100,Nuclear autoantigen Sp-100,ZF_PHD_2,ZF_PHD_1,PS50014
5pzj,Nuclear autoantigen Sp-100,Nuclear autoantigen Sp-100,ZF_PHD_2,ZF_PHD_1,PS50014
5rl6,Helicase,Helicase,PS51657,PS51653,
5rl7,Helicase,Helicase,PS51657,PS51653,
5rl9,Helicase,Helicase,PS51657,PS51653,
5rlb,Helicase,Helicase,PS51657,PS51653,
5rlc,Helicase,Helicase,PS51657,PS51653,
5rlg,Helicase,Helicase,PS51657,PS51653,
5rlj,Helicase,Helicase,PS51657,PS51653,
5rlk,Helicase,Helicase,PS51657,PS51653,
5rlm,Helicase,Helicase,PS51657,PS51653,
5rlw,Helicase,Helicase,PS51657,PS51653,
5rlz,Helicase,Helicase,PS51657,PS51653,
5rm0,Helicase,Helicase,PS51657,PS51653,
5rm1,Helicase,Helicase,PS51657,PS51653,
5rm2,Helicase,Helicase,PS51657,PS51653,
5rm7,Helicase,Helicase,PS51657,PS51653,
5rma,Helicase,Helicase,PS51657,PS51653,
5rmd,Helicase,Helicase,PS51657,PS51653,
5rob,Helicase,Helicase,PS51657,PS51653,
5skz,Proofreading exoribonuclease nsp14,Proofreading exoribonuclease nsp14,PS51954,PS51953,
5sl2,Proofreading exoribonuclease nsp14,Proofreading exoribonuclease nsp14,PS51954,PS51953,
5sl3,Proofreading exoribonuclease nsp14,Proofreading exoribonuclease nsp14,PS51954,PS51953,
5sl4,Proofreading exoribonuclease nsp14,Proofreading exoribonuclease nsp14,PS51954,PS51953,
5sl7,Proofreading exoribonuclease nsp14,Proofreading exoribonuclease nsp14,PS51954,PS51953,
5sl9,Proofreading exoribonuclease nsp14,Proofreading exoribonuclease nsp14,PS51954,PS51953,
5sla,Proofreading exoribonuclease nsp14,Proofreading exoribonuclease nsp14,PS51954,PS51953,
5slb,Proofreading exoribonuclease nsp14,Proofreading exoribonuclease nsp14,PS51954,PS51953,
5slc,Proofreading exoribonuclease nsp14,Proofreading exoribonuclease nsp14,PS51954,PS51953,
5sld,Proofreading exoribonuclease nsp14,Proofreading exoribonuclease nsp14,PS51954,PS51953,
5slg,Proofreading exoribonuclease nsp14,Proofreading exoribonuclease nsp14,PS51954,PS51953,
5slh,Proofreading exoribonuclease nsp14,Proofreading exoribonuclease nsp14,PS51954,PS51953,
5sll,Proofreading exoribonuclease nsp14,Proofreading exoribonuclease nsp14,PS51954,PS51953,
5slo,Proofreading exoribonuclease nsp14,Proofreading exoribonuclease nsp14,PS51954,PS51953,
5slp,Proofreading exoribonuclease nsp14,Proofreading exoribonuclease nsp14,PS51954,PS51953,
5slr,Proofreading exoribonuclease nsp14,Proofreading exoribonuclease nsp14,PS51954,PS51953,
5slt,Proofreading exoribonuclease nsp14,Proofreading exoribonuclease nsp14,PS51954,PS51953,
5slx,Proofreading exoribonuclease nsp14,Proofreading exoribonuclease nsp14,PS51954,PS51953,
5sm1,Proofreading exoribonuclease nsp14,Proofreading exoribonuclease nsp14,PS51954,PS51953,
5sm2,Proofreading exoribonuclease nsp14,Proofreading exoribonuclease nsp14,PS51954,PS51953,
5sm5,Proofreading exoribonuclease nsp14,Proofreading exoribonuclease nsp14,PS51954,PS51953,
5sm7,Proofreading exoribonuclease nsp14,Proofreading exoribonuclease nsp14,PS51954,PS51953,
5sm8,Proofreading exoribonuclease nsp14,Proofreading exoribonuclease nsp14,PS51954,PS51953,
5smd,Proofreading exoribonuclease nsp14,Proofreading exoribonuclease nsp14,PS51954,PS51953,
5sme,Proofreading exoribonuclease nsp14,Proofreading exoribonuclease nsp14,PS51954,PS51953,
5smg,Proofreading exoribonuclease nsp14,Proofreading exoribonuclease nsp14,PS51954,PS51953,
5smk,Proofreading exoribonuclease nsp14,Proofreading exoribonuclease nsp14,PS51954,PS51953,
5sw3,Queuine tRNA-ribosyltransferase,TRNA-GUANINE TRANSGLYCOSYLASE,,,
5szb,Zinc finger protein DPF3,Zinc finger protein DPF3,ZF_PHD_2,ZF_PHD_1,
5szc,Zinc finger protein DPF3,Zinc finger protein DPF3,ZF_PHD_2,ZF_PHD_1,
5tab,bromodomain PHD finger transcription factor,PHD finger protein 20,ZF_PHD_1,,
5tda,E3 ubiquitin-protein ligase UBR2,E3 ubiquitin-protein ligase UBR2,PS51157,,
5tdb,E3 ubiquitin-protein ligase UBR2,E3 ubiquitin-protein ligase UBR2,PS51157,,
5tdc,E3 ubiquitin-protein ligase UBR2,E3 ubiquitin-protein ligase UBR1,PS51157,,
5tdd,E3 ubiquitin-protein ligase UBR2,E3 ubiquitin-protein ligase UBR2,PS51157,,
5tdr,Histone-lysine N-methyltransferase ASH1L,SET domain-containing protein 3,ZF_PHD_2,ZF_PHD_1,
5tdw,Histone-lysine N-methyltransferase ASH1L,SET domain-containing protein 3,ZF_PHD_2,ZF_PHD_1,
5trb,E3 ubiquitin-protein ligase BRE1A,E3 ubiquitin-protein ligase BRE1A,ZF_RING_2,ZF_RING_1,
5u2j,Histone acetyltransferase KAT6A,Histone acetyltransferase KAT6B,ZF_PHD_2,ZF_PHD_1,
5udz,Protein lin-28 homolog A,Protein lin-28 homolog A,PS50158,PS51857,
5ulh,Ubiquitin-conjugating enzyme E2 D2,Ubiquitin-conjugating enzyme E2 D2,ZF_RING_2,PS50053,PS50127; PS00299
5um3,E3 ubiquitin-protein ligase UBR2,E3 ubiquitin-protein ligase UBR2,PS51157,,
5uti,Queuine tRNA-ribosyltransferase,TRNA-GUANINE TRANSGLYCOSYLASE,,,
5utj,Queuine tRNA-ribosyltransferase,TRNA-GUANINE TRANSGLYCOSYLASE,,,
5v3c,Queuine tRNA-ribosyltransferase,TRNA-GUANINE TRANSGLYCOSYLASE,,,
5vab,Lysine-specific demethylase 5A,Lysine-specific demethylase 5A,ZF_PHD_2,ZF_PHD_1,
5vdc,Zinc finger protein ubi-d4,Zinc finger protein ubi-d4,ZF_PHD_2,ZF_PHD_1,
5voj,NS3/4A,"NS3 protease, NS4A protein",PS51822,,
5vp9,NS3/4A,"NS3 protease, NS4A protein",PS51822,,
5wbn,Histone deacetylase 6,Histone deacetylase 6,PS50271,,
5wci,Histone acetyltransferase KAT8,Probable histone acetyltransferase MYST1,PS51726,,
5wle,Death-inducer obliterator 1,"Protein partner of snf, isoform A",ZF_PHD_2,ZF_PHD_1,
5wlf,Death-inducer obliterator 1,"Protein partner of snf, isoform A",ZF_PHD_2,ZF_PHD_1,
5wpb,Histone deacetylase 6,Histone deacetylase 6,PS50271,,
5wvo,Ubiquitin,Ubiquitin,PS50053,PS00299,
5wxg,Transcription initiation factor TFIID subunit 3,Transcription initiation factor TFIID subunit 3,ZF_PHD_2,ZF_PHD_1,
5wxh,Transcription initiation factor TFIID subunit 3,Transcription initiation factor TFIID subunit 3,ZF_PHD_2,ZF_PHD_1,
5xfn,PHD finger protein 1,PHD finger protein 1,ZF_PHD_2,ZF_PHD_1,
5xfo,PHD finger protein 1,PHD finger protein 1,ZF_PHD_2,ZF_PHD_1,
5xmy,Transcription initiation factor TFIID subunit 3,Transcription initiation factor TFIID subunit 3,ZF_PHD_2,ZF_PHD_1,
5xxj,SET and MYND domain-containing protein 3,SET and MYND domain-containing protein 3,SET,ZF_MYND_1,ZF_MYND_2; PS51574
5xzg,Cyclic GMP-AMP synthase,Cyclic GMP-AMP synthase,,,
5yn5,nsp10 protein,nsp10 protein,PS51952,PS51955,
5ynb,nsp10 protein,nsp10 protein,PS51952,PS51955,
5yno,nsp10 protein,nsp10 protein,PS51952,PS51955,
5ynq,nsp16 protein,nsp16 protein,PS51952,PS51955,
5yuf,Tripartite motif-containing protein 2,TRANSCRIPTION FACTOR PML,ZF_RING_2,ZF_RING_1,
5ywr,RING finger protein 165,E3 ubiquitin-protein ligase Arkadia,ZF_RING_2,PS50127,PS00183
5zc4,E3 ubiquitin-protein ligase RLIM,E3 ubiquitin-protein ligase RNF13,ZF_RING_2,PS01186,
5zoo,HISTONE DEACETYLASE 4,HISTONE DEACETYLASE 4,,,
5zqp,Tankyrase-2,Tankyrase-2,PS51059,,
5zqr,Tankyrase-2,Tankyrase-2,PS51059,,
6a84,Tankyrase-2,Tankyrase-2,PS51059,,
6b9v,Beta-lactamase-like,Beta-lactamase-like,,,
6ba2,Histone acetyltransferase KAT8,Histone acetyltransferase KAT8,PS51726,,
6ba4,Histone acetyltransferase KAT8,Histone acetyltransferase KAT8,PS51726,,
6bqk,"Non-structural protein 4A, Serine protease NS3",HCV NS3 1a Protease,PS51822,,
6bv5,"Pentatricopeptide repeat-containing protein At2g32230, mitochondrial","Pentatricopeptide repeat-containing protein At2g32230, mitochondrial",PS51375,,
6c2m,NS3 protease,NS3 protease,PS51822,,
6c2n,"NS3 protease, NS4A protein","NS3 protease, NS4A protein",PS51822,,
6c2o,NS3 protease,"NS3 protease, NS4A protein",PS51822,,
6cbx,N-lysine methyltransferase SMYD2,N-lysine methyltransferase SMYD2,SET,ZF_MYND_1,ZF_MYND_2
6ce6,Histone deacetylase 6,Histone deacetylase 6,PS50271,,
6ce8,Histone deacetylase 6,Histone deacetylase 6,PS50271,,
6cea,Histone deacetylase 6,Histone deacetylase 6,PS50271,,
6cec,Histone deacetylase 6,Histone deacetylase 6,PS50271,,
6ced,Histone deacetylase 6,Histone deacetylase 6,PS50271,,
6cee,Histone deacetylase 6,Histone deacetylase 6,PS50271,,
6cef,Histone deacetylase 6,Histone deacetylase 6,PS50271,,
6cme,RHOMBOTIN-2,"Fusion of LIM/homeobox protein Lhx4, linker, Insulin gene enhancer protein ISL-2",PS00478,PS50023,
6cvw,"Non-structural protein 4A, Serine protease NS3",NS3 protease,PS51822,,
6cvx,"Non-structural protein 4A, Serine protease NS3",NS3 protease,PS51822,,
6cvy,"Non-structural protein 4A, Serine protease NS3",NS3 protease,PS51822,,
6diq,NS3 protease,"NS3 protease, NS4A protein",PS51822,,
6dir,NS3 protease,"NS3 protease, NS4A protein",PS51822,,
6dis,NS3 protease,"NS3 protease, NS4A protein",PS51822,,
6dit,NS3 protease,"NS3 protease, NS4A protein",PS51822,,
6diu,NS3 protease,"NS3 protease, NS4A protein",PS51822,,
6div,NS3/4A protease,"NS3 protease, NS4A protein",PS51822,,
6diw,NS3/4A protease,"NS3 protease, NS4A protein",PS51822,,
6dxh,Ubiquitin carboxyl-terminal hydrolase 5,Ubiquitin carboxyl-terminal hydrolase 5,PS50271,,
6dxt,Ubiquitin carboxyl-terminal hydrolase 5,Ubiquitin carboxyl-terminal hydrolase 5,PS50271,,
6eiu,LYSINE-SPECIFIC DEMETHYLASE 5B,LYSINE-SPECIFIC DEMETHYLASE 5B,PS51183,PS51184,
6ete,Lysine-specific demethylase 4D,JmjC domain-containing histone demethylation protein 3D,PS51183,PS51184,
6etg,Lysine-specific demethylase 4D,JmjC domain-containing histone demethylation protein 3D,PS51183,PS51184,
6ets,Lysine-specific demethylase 4D,JmjC domain-containing histone demethylation protein 3D,PS51183,PS51184,
6ett,Lysine-specific demethylase 4D,JmjC domain-containing histone demethylation protein 3D,PS51183,PS51184,
6etu,Lysine-specific demethylase 4D,JmjC domain-containing histone demethylation protein 3D,PS51183,PS51184,
6etv,Lysine-specific demethylase 4D,JmjC domain-containing histone demethylation protein 3D,PS51183,PS51184,
6etw,Lysine-specific demethylase 4D,JmjC domain-containing histone demethylation protein 3D,PS51183,PS51184,
6f5q,Lysine-specific demethylase 4D,JmjC domain-containing histone demethylation protein 3D,PS51183,PS51184,
